ticker,date,open_price,close_price,high_price,low_price,volume
INTC,2021-03-09,61.18,62.669998,63.169998,60.84,36387500
INTC,2021-03-10,63.220001,62.25,64.120003,62.130001,27160300
INTC,2021-03-11,62.939999,63.310001,64.089996,62.389999,30701800
INTC,2021-03-12,62.650002,62.900002,63.299999,62.240002,20173000
INTC,2021-03-15,63.610001,63.790001,63.880001,62.48,21247400
INTC,2021-03-16,64.150002,64.779999,65.730003,64.080002,30186600
INTC,2021-03-17,64.220001,65.779999,66.290001,63.709999,32394700
INTC,2021-03-18,65.629997,63.73,65.699997,63.650002,30094200
INTC,2021-03-19,63.18,63.759998,64.989998,62.919998,54951700
INTC,2021-03-22,64.82,65.629997,66.379997,64.559998,34380100
